age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
YoungAdult,Local-gov,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,None,None,Working,Vietnam,Low
YoungAdult,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,OverTime,United-States,Low
YoungAdult,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,High,Motivated,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,None,None,Working,Philippines,Low
YoungAdult,Local-gov,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,Black,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,Working,Vietnam,Low
YoungAdult,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,High,Working,United-States,High
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,High
Senior,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Unmarried,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,High
YoungAdult,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,High,None,Working,United-States,High
Adult,Private,11th,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,High,None,Working,United-States,High
YoungAdult,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,10th,Married-civ-spouse,Other-service,Wife,Black,Female,None,None,Working,United-States,Low
Adult,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,High,Motivated,United-States,High
Adult,Local-gov,HS-grad,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,High,None,Working,United-States,Low
Adult,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,None,None,Working,United-States,Low
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Some-college,Separated,Sales,Other-relative,Black,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,1st-4th,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,HardWorking,Italy,High
Adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,High,None,Working,United-States,High
YoungAdult,Federal-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,Some-college,Never-married,Transport-moving,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,None,None,Working,United-States,Low
Adult,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Other-relative,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Senior,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,HardWorking,Canada,Low
Adult,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,None,None,Working,United-States,Low
Senior,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,High,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,High,None,Lazy,United-States,High
YoungAdult,Private,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Separated,Priv-house-serv,Not-in-family,White,Female,None,None,Working,Guatemala,Low
Adult,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,7th-8th,Separated,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,None,High,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female,None,High,Working,Holand-Netherlands,Low
YoungAdult,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,None,None,Working,Philippines,Low
Child,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Never-married,Tech-support,Other-relative,White,Male,None,None,Working,United-States,Low
Senior,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Working,United-States,High
Child,Private,10th,Never-married,Other-service,Own-child,White,Female,None,None,Working,United-States,Low
Child,Private,11th,Never-married,Craft-repair,Own-child,White,Male,None,None,Lazy,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,11th,Divorced,Other-service,Own-child,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Widowed,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,10th,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Federal-gov,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,None,None,Working,Puerto-Rico,Low
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,10th,Never-married,Other-service,Not-in-family,White,Male,None,None,Working,Nicaragua,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Motivated,United-States,Low
Adult,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,High,None,HardWorking,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,None,High,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,10th,Never-married,Farming-fishing,Unmarried,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,None,None,Lazy,United-States,Low
Adult,Self-emp-inc,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,None,None,Working,United-States,Low
Senior,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,Low,Lazy,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,High,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Male,None,High,Motivated,United-States,High
YoungAdult,Private,Masters,Never-married,Adm-clerical,Own-child,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Child,Private,11th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Divorced,Other-service,Other-relative,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,None,None,Working,United-States,Low
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Child,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,None,None,Working,United-States,Low
Senior,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Female,None,None,Lazy,United-States,Low
Adult,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Separated,Tech-support,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,None,None,Working,United-States,Low
Child,Private,10th,Never-married,Other-service,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Never-married,Other-service,Not-in-family,Black,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,None,None,Working,United-States,Low
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Wife,White,Female,None,None,Lazy,United-States,Low
Adult,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,None,None,Working,United-States,High
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,None,None,Working,England,Low
Adult,Private,HS-grad,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,None,None,Working,South,Low
Adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Motivated,United-States,Low
Adult,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,None,None,Working,United-States,High
YoungAdult,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,Low
Adult,Local-gov,Some-college,Divorced,Other-service,Unmarried,White,Female,None,None,Lazy,United-States,Low
Adult,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,HardWorking,United-States,High
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Male,None,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,High,Working,United-States,High
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,High
Child,Private,11th,Never-married,Other-service,Own-child,White,Male,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Separated,Prof-specialty,Unmarried,White,Female,None,None,Working,Germany,Low
Adult,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Motivated,United-States,Low
Senior,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Adult,Self-emp-not-inc,Masters,Divorced,Prof-specialty,Unmarried,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Local-gov,10th,Never-married,Craft-repair,Unmarried,Black,Male,None,None,HardWorking,Haiti,Low
Senior,Private,11th,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,High,None,Motivated,United-States,High
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,None,None,Motivated,Cuba,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Motivated,United-States,High
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
YoungAdult,Private,Masters,Never-married,Adm-clerical,Unmarried,White,Female,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,High,None,Motivated,United-States,High
Adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,None,None,OverTime,United-States,Low
YoungAdult,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,None,None,Motivated,United-States,Low
Adult,Federal-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,High,None,Working,United-States,High
YoungAdult,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Child,Private,10th,Never-married,Sales,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,High,None,Motivated,United-States,High
Adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,None,None,HardWorking,United-States,Low
YoungAdult,Private,7th-8th,Separated,Other-service,Not-in-family,White,Female,None,None,Working,United-States,Low
Adult,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,High,None,Motivated,Japan,High
Adult,Private,HS-grad,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,None,None,Working,United-States,Low
YoungAdult,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,None,None,Working,United-States,Low
Senior,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Senior,Private,7th-8th,Widowed,Other-service,Not-in-family,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,None,High,Lazy,United-States,Low
YoungAdult,Private,HS-grad,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,None,None,Lazy,Vietnam,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,High,None,Working,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,None,None,Motivated,United-States,High
YoungAdult,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,HS-grad,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Other-service,Wife,Black,Female,None,None,Working,United-States,High
YoungAdult,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,None,None,Lazy,United-States,Low
YoungAdult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,None,None,Motivated,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,None,None,Working,United-States,High
YoungAdult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,Low
Child,Local-gov,11th,Never-married,Protective-serv,Own-child,White,Male,None,None,Lazy,United-States,Low
Adult,Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,None,None,Motivated,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Working,United-States,High
Adult,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,None,Working,United-States,Low
YoungAdult,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,None,High,Motivated,United-States,High
Senior,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,None,None,Lazy,United-States,Low
YoungAdult,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,None,None,Working,United-States,Low
Senior,Private,Assoc-acdm,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,None,None,Working,United-States,Low
Adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,None,None,Working,United-States,Low
YoungAdult,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,None,None,Working,United-States,Low
Adult,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,Low
YoungAdult,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,None,None,Working,United-States,Low
YoungAdult,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,High,None,Motivated,United-States,High
Adult,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,None,None,Working,United-States,Low
Adult,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,None,None,Motivated,United-States,High
Adult,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,None,None,Working,United-States,Low
Adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,High,None,Motivated,United-States,High
YoungAdult,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,None,None,Motivated,United-States,High
Adult,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,None,None,Working,United-States,Low
